Eje_X_Distancia Banda_1 Banda_2 Banda_3
8.03611892e+00 -4.24837218e-01 2.84539943e+00 3.69078873e+00
8.06046522e+00 -4.21301759e-01 2.85363599e+00 3.68567337e+00
8.08481152e+00 -4.17639285e-01 2.86187805e+00 3.68042994e+00
8.10915782e+00 -4.13850442e-01 2.87012195e+00 3.67505979e+00
8.13350412e+00 -4.09936069e-01 2.87836401e+00 3.66956446e+00
8.15785042e+00 -4.05897200e-01 2.88660057e+00 3.66394568e+00
8.18219672e+00 -4.01735063e-01 2.89482798e+00 3.65820540e+00
8.20654302e+00 -3.97451087e-01 2.90304257e+00 3.65234574e+00
8.23088932e+00 -3.93046898e-01 2.91124069e+00 3.64636902e+00
8.25523562e+00 -3.88524325e-01 2.91941870e+00 3.64027777e+00
8.27958192e+00 -3.83885397e-01 2.92757297e+00 3.63407472e+00
8.30392822e+00 -3.79132348e-01 2.93569986e+00 3.62776281e+00
8.32827452e+00 -3.74267617e-01 2.94379577e+00 3.62134515e+00
8.35262082e+00 -3.69293846e-01 2.95185710e+00 3.61482509e+00
8.37696712e+00 -3.64213883e-01 2.95988026e+00 3.60820616e+00
8.40131342e+00 -3.59030783e-01 2.96786168e+00 3.60149210e+00
8.42565972e+00 -3.53747803e-01 2.97579783e+00 3.59468684e+00
8.45000602e+00 -3.48368409e-01 2.98368516e+00 3.58779453e+00
8.47435232e+00 -3.42896269e-01 2.99152018e+00 3.58081951e+00
8.49869862e+00 -3.37335256e-01 2.99929940e+00 3.57376632e+00
8.52304492e+00 -3.31689445e-01 3.00701937e+00 3.56663969e+00
8.54739122e+00 -3.25963114e-01 3.01467664e+00 3.55944458e+00
8.57173753e+00 -3.20160739e-01 3.02226782e+00 3.55218609e+00
8.59608383e+00 -3.14286995e-01 3.02978954e+00 3.54486957e+00
8.62043013e+00 -3.08346752e-01 3.03723844e+00 3.53750050e+00
8.64477643e+00 -3.02345072e-01 3.04461122e+00 3.53008461e+00
8.66912273e+00 -2.96287207e-01 3.05190460e+00 3.52262776e+00
8.69346903e+00 -2.90178597e-01 3.05911534e+00 3.51513601e+00
8.71781533e+00 -2.84024863e-01 3.06624023e+00 3.50761561e+00
8.74216163e+00 -2.77831803e-01 3.07327611e+00 3.50007296e+00
8.76650793e+00 -2.71605392e-01 3.08021984e+00 3.49251463e+00
8.79085423e+00 -2.65351771e-01 3.08706835e+00 3.48494736e+00
8.81520053e+00 -2.59077244e-01 3.09381858e+00 3.47737803e+00
8.83954683e+00 -2.52788274e-01 3.10046753e+00 3.46981368e+00
8.86389313e+00 -2.46491471e-01 3.10701226e+00 3.46226150e+00
8.88823943e+00 -2.40193592e-01 3.11344985e+00 3.45472879e+00
8.91258573e+00 -2.33901528e-01 3.11977743e+00 3.44722299e+00
8.93693203e+00 -2.27622296e-01 3.12599220e+00 3.43975167e+00
8.96127833e+00 -2.21363034e-01 3.13209140e+00 3.43232249e+00
8.98562463e+00 -2.15130989e-01 3.13807230e+00 3.42494321e+00
9.00997093e+00 -2.08933509e-01 3.14393226e+00 3.41762169e+00
9.03431723e+00 -2.02778028e-01 3.14966866e+00 3.41036588e+00
9.05866353e+00 -1.96672060e-01 3.15527897e+00 3.40318377e+00
9.08300983e+00 -1.90623188e-01 3.16076068e+00 3.39608342e+00
9.10735613e+00 -1.84639045e-01 3.16611135e+00 3.38907293e+00
9.13170243e+00 -1.78727309e-01 3.17132861e+00 3.38216044e+00
9.15604873e+00 -1.72895685e-01 3.17641015e+00 3.37535410e+00
9.18039503e+00 -1.67151890e-01 3.18135369e+00 3.36866205e+00
9.20474133e+00 -1.61503643e-01 3.18615704e+00 3.36209245e+00
9.22908763e+00 -1.55958648e-01 3.19081808e+00 3.35565339e+00
9.25343393e+00 -1.50524576e-01 3.19533471e+00 3.34935296e+00
9.27778023e+00 -1.45209051e-01 3.19970495e+00 3.34319915e+00
9.30212653e+00 -1.40019633e-01 3.20392684e+00 3.33719991e+00
9.32647283e+00 -1.34963803e-01 3.20799851e+00 3.33136307e+00
9.35081913e+00 -1.30048942e-01 3.21191814e+00 3.32569636e+00
9.37516543e+00 -1.25282317e-01 3.21568400e+00 3.32020738e+00
9.39951173e+00 -1.20671058e-01 3.21929442e+00 3.31490359e+00
9.42385803e+00 -1.16222147e-01 3.22274778e+00 3.30979227e+00
9.44820433e+00 -1.11942396e-01 3.22604255e+00 3.30488053e+00
9.47255063e+00 -1.07838427e-01 3.22917726e+00 3.30017527e+00
9.49689693e+00 -1.03916657e-01 3.23215053e+00 3.29568318e+00
9.52124323e+00 -1.00183280e-01 3.23496103e+00 3.29141070e+00
9.54558953e+00 -9.66442462e-02 3.23760752e+00 3.28736403e+00
9.56993583e+00 -9.33052481e-02 3.24008881e+00 3.28354908e+00
9.59428213e+00 -9.01717014e-02 3.24240380e+00 3.27997148e+00
9.61862843e+00 -8.72487290e-02 3.24455146e+00 3.27663656e+00
9.64297473e+00 -8.45411449e-02 3.24653084e+00 3.27354930e+00
9.66732103e+00 -8.20534394e-02 3.24834107e+00 3.27071436e+00
9.69166733e+00 -7.97897642e-02 3.24998132e+00 3.26813606e+00
9.71601363e+00 -7.77539192e-02 3.25145088e+00 3.26581833e+00
9.74035993e+00 -7.59493398e-02 3.25274909e+00 3.26376473e+00
9.76470623e+00 -7.43790854e-02 3.25387538e+00 3.26197844e+00
9.78905253e+00 -7.30458291e-02 3.25482924e+00 3.26046222e+00
9.81339883e+00 -7.19518487e-02 3.25561025e+00 3.25921842e+00
9.83774514e+00 -7.10990186e-02 3.25621806e+00 3.25824901e+00
9.86209144e+00 -7.04888036e-02 3.25665241e+00 3.25755548e+00
9.88643774e+00 -7.01222536e-02 3.25691309e+00 3.25713892e+00
9.91078404e+00 -7.00000000e-02 3.25700000e+00 3.25700000e+00
